type,listPrice,lastSoldPrice,sqft,stories,beds,baths_full,garage,year_built,zip,baths_partial,price_per_sqft,price_category
condos,215000.0,215000,1249.0,1.0,3.0,2.0,0.0,2004.0,33916,0.0,172.1377101681345,bajo
single_family,450000.0,450000,2568.0,2.0,5.0,2.0,2.0,2016.0,33033,1.0,175.2336448598131,medio
single_family,2300000.0,2100000,3295.0,2.0,4.0,4.0,2.0,2006.0,34145,1.0,637.329286798179,alto
condos,72500.0,67000,640.0,1.0,1.0,1.0,1.0,1979.0,33322,0.0,104.6875,bajo
single_family,229000.0,229000,1224.0,1.0,3.0,2.0,0.0,2008.0,32327,0.0,187.09150326797385,bajo
single_family,351900.0,346900,1799.0,1.0,4.0,2.0,2.0,2026.0,32571,0.0,192.82934963868817,medio
single_family,515000.0,490000,1540.0,1.0,2.0,2.0,2.0,1999.0,34119,0.0,318.1818181818182,alto
single_family,450000.0,450000,1932.0,1.0,3.0,2.0,2.0,1998.0,33990,0.0,232.91925465838509,medio
single_family,669000.0,655000,2362.0,1.0,4.0,2.0,3.0,2015.0,33912,1.0,277.307366638442,alto
single_family,390000.0,390000,1591.0,1.0,3.0,2.0,2.0,1989.0,32746,0.0,245.12884978001256,medio
single_family,639900.0,615000,1620.0,1.0,4.0,2.0,0.0,1965.0,33157,0.0,379.6296296296296,alto
condos,325000.0,325000,1385.0,1.0,2.0,2.0,0.0,1983.0,33324,0.0,234.65703971119135,medio
single_family,399000.0,320000,1150.0,1.0,3.0,2.0,0.0,1954.0,33030,0.0,278.2608695652174,medio
single_family,356420.0,334000,1076.0,1.0,2.0,3.0,1.0,1985.0,33993,0.0,310.4089219330855,medio
single_family,458860.0,458860,2490.0,1.0,5.0,3.0,3.0,2025.0,34221,0.0,184.28112449799198,medio
single_family,200000.0,190000,1246.0,1.0,2.0,2.0,2.0,1984.0,33417,0.0,152.48796147672553,bajo
condos,860000.0,850000,1300.0,1.0,2.0,2.0,0.0,1979.0,34228,0.0,653.8461538461538,alto
single_family,325000.0,295000,1143.0,1.0,3.0,2.0,1.0,1958.0,32176,0.0,258.092738407699,bajo
condos,715000.0,699000,1422.0,1.0,2.0,2.0,1.0,2001.0,32034,0.0,491.5611814345992,alto
single_family,1625000.0,1500000,3131.0,2.0,4.0,4.0,0.0,2007.0,32550,0.0,479.0801660811242,alto
single_family,489000.0,489000,2126.0,1.0,4.0,3.0,2.0,2023.0,34953,0.0,230.00940733772342,alto
land,35000.0,30000,1680.0,1.0,3.0,2.0,0.0,1999.0,32720,0.0,17.857142857142858,bajo
single_family,1650000.0,1495000,2618.0,1.0,3.0,2.0,2.0,1987.0,33428,2.0,571.0466004583652,alto
single_family,425000.0,425000,2150.0,1.0,4.0,3.0,2.0,1968.0,32726,0.0,197.67441860465115,medio
single_family,649900.0,620000,1848.0,1.0,3.0,2.0,2.0,1986.0,32256,0.0,335.4978354978355,alto
mobile,120000.0,120000,768.0,1.0,2.0,2.0,0.0,1979.0,34785,0.0,156.25,bajo
single_family,465000.0,455000,2572.0,1.0,4.0,3.0,2.0,1983.0,32257,0.0,176.90513219284603,medio
condos,354900.0,299900,1566.0,1.0,3.0,2.0,0.0,2024.0,32456,0.0,191.50702426564496,medio
single_family,1275000.0,1242500,2422.0,1.0,3.0,3.0,2.0,2002.0,34112,0.0,513.0057803468208,alto
single_family,500000.0,475000,2047.0,1.0,3.0,2.0,2.0,2000.0,33928,0.0,232.04689789936492,medio
single_family,339000.0,339000,2100.0,1.0,3.0,2.0,1.0,1986.0,33909,0.0,161.42857142857142,medio
multi_family,175000.0,140000,1756.0,1.0,2.0,2.0,2.0,1981.0,33573,0.0,79.72665148063781,bajo
mobile,216900.0,186290,816.0,1.0,2.0,1.0,0.0,2000.0,34285,0.0,228.29656862745097,bajo
single_family,944900.0,925000,2761.0,1.0,3.0,3.0,3.0,2021.0,32081,1.0,335.02354219485693,alto
single_family,389000.0,358000,1104.0,1.0,3.0,2.0,1.0,1962.0,33702,0.0,324.27536231884056,medio
land,61000.0,61000,1680.0,1.0,3.0,2.0,0.0,1999.0,32811,0.0,36.30952380952381,bajo
single_family,867000.0,867000,2670.0,1.0,3.0,2.0,3.0,2022.0,32256,1.0,324.7191011235955,alto
land,11000.0,10000,1680.0,1.0,3.0,2.0,0.0,1999.0,34431,0.0,5.9523809523809526,bajo
townhomes,321360.0,321360,1713.0,2.0,3.0,2.0,1.0,2026.0,33566,1.0,187.60070052539405,medio
land,55000.0,55000,1680.0,1.0,3.0,2.0,0.0,1999.0,33843,0.0,32.73809523809524,bajo
single_family,373200.0,371200,2169.0,1.0,4.0,2.0,2.0,2026.0,33954,0.0,171.13877362840017,medio
condos,199900.0,185000,1104.0,1.0,2.0,2.0,0.0,1971.0,33435,0.0,167.57246376811594,bajo
single_family,1250000.0,1135000,3075.0,2.0,4.0,4.0,2.0,2017.0,32250,0.0,369.1056910569106,alto
single_family,879000.0,850000,2292.0,2.0,4.0,3.0,0.0,2019.0,32459,1.0,370.85514834205935,alto
condos,350000.0,340000,1672.0,2.0,2.0,2.0,0.0,2003.0,34135,0.0,203.34928229665073,medio
single_family,598000.0,564000,1632.0,1.0,2.0,2.0,2.0,2021.0,34112,0.0,345.5882352941176,alto
single_family,879500.0,845000,2187.0,2.0,3.0,3.0,2.0,2019.0,33312,0.0,386.374028349337,alto
single_family,675000.0,635000,2143.0,1.0,3.0,2.0,2.0,2016.0,33904,1.0,296.313579094727,alto
land,50000.0,50000,1680.0,1.0,3.0,2.0,0.0,1999.0,32826,0.0,29.761904761904763,bajo
condos,772222.0,740000,1486.0,1.0,3.0,3.0,1.0,2007.0,33130,0.0,497.98115746971735,alto
townhomes,369499.0,369499,1774.0,2.0,4.0,2.0,2.0,2026.0,32703,1.0,208.28579481397972,medio
condos,399000.0,350000,2045.0,1.0,3.0,2.0,2.0,2006.0,34120,0.0,171.14914425427872,medio
land,60800.0,55000,1680.0,1.0,3.0,2.0,0.0,1999.0,34266,0.0,32.73809523809524,bajo
condos,323000.0,300000,1202.0,1.0,2.0,2.0,0.0,1997.0,34110,0.0,249.58402662229616,medio
single_family,495000.0,478000,1469.0,1.0,3.0,2.0,2.0,1999.0,33437,0.0,325.39142273655546,alto
single_family,599900.0,583450,3029.0,2.0,4.0,2.0,3.0,2006.0,32909,1.0,192.6213271706834,alto
single_family,957000.0,920000,2852.0,1.0,3.0,3.0,3.0,2018.0,33913,0.0,322.5806451612903,alto
land,75000.0,75000,1680.0,1.0,3.0,2.0,0.0,1999.0,32060,0.0,44.642857142857146,bajo
single_family,479000.0,455000,2532.0,2.0,4.0,2.0,2.0,1964.0,32547,1.0,179.6998420221169,medio
single_family,375000.0,374150,1903.0,1.0,3.0,2.0,2.0,1999.0,32904,0.0,196.6106148187073,medio
townhomes,369000.0,350000,1362.0,1.0,2.0,2.0,2.0,2017.0,32955,0.0,256.9750367107195,medio
single_family,514900.0,515000,1737.0,1.0,4.0,2.0,0.0,1974.0,33063,0.0,296.48819804260216,alto
land,13900.0,11000,1680.0,1.0,3.0,2.0,0.0,1999.0,32696,0.0,6.5476190476190474,bajo
condos,2895000.0,2700000,3393.0,1.0,3.0,3.0,2.0,1995.0,34103,1.0,795.7559681697612,alto
single_family,375000.0,390000,2374.0,1.0,3.0,2.0,2.0,1993.0,33936,0.0,164.27969671440607,medio
single_family,539900.0,540000,1394.0,1.0,3.0,2.0,2.0,1986.0,33428,0.0,387.3744619799139,alto
land,1199999.0,1000000,1680.0,1.0,3.0,2.0,0.0,1999.0,33707,0.0,595.2380952380952,alto
land,20500.0,15700,1680.0,1.0,3.0,2.0,0.0,1999.0,33981,0.0,9.345238095238095,bajo
mobile,137000.0,125000,1304.0,1.0,2.0,2.0,0.0,1984.0,32798,0.0,95.85889570552148,bajo
single_family,309900.0,314900,1938.0,1.0,3.0,2.0,2.0,1991.0,33936,0.0,162.48710010319917,medio
single_family,425000.0,432500,1845.0,2.0,4.0,2.0,2.0,1999.0,32833,1.0,234.41734417344173,medio
single_family,429900.0,415800,1305.0,1.0,3.0,2.0,0.0,1958.0,33707,0.0,318.62068965517244,medio
single_family,999999.0,980000,2014.0,1.0,4.0,3.0,2.0,1976.0,33157,0.0,486.5938430983118,alto
single_family,639999.0,630000,1200.0,1.0,3.0,2.0,0.0,1972.0,33176,0.0,525.0,alto
condos,409900.0,400000,1532.0,1.0,2.0,2.0,1.0,2000.0,34119,0.0,261.0966057441253,medio
condos,770000.0,750000,1333.0,1.0,3.0,2.0,0.0,2016.0,33166,0.0,562.6406601650413,alto
condos,160000.0,145000,1245.0,1.0,2.0,2.0,1.0,1980.0,33322,0.0,116.46586345381526,bajo
single_family,189900.0,193000,940.0,1.0,2.0,2.0,0.0,2025.0,32505,0.0,205.31914893617022,bajo
land,20000.0,20000,1680.0,1.0,3.0,2.0,0.0,1999.0,34224,0.0,11.904761904761905,bajo
mobile,79900.0,65000,852.0,1.0,2.0,1.0,0.0,1974.0,33707,0.0,76.29107981220658,bajo
single_family,2895000.0,2630000,4247.0,1.0,5.0,4.0,4.0,2007.0,33330,0.0,619.2606545797033,alto
mobile,219000.0,219000,1128.0,1.0,2.0,2.0,0.0,2020.0,34221,0.0,194.14893617021278,bajo
condos,225000.0,213000,1043.0,1.0,2.0,2.0,0.0,1984.0,33919,0.0,204.21860019175455,bajo
single_family,289900.0,289000,1902.0,1.0,3.0,2.0,2.0,2012.0,32571,0.0,151.94532071503681,bajo
single_family,595000.0,590000,2114.0,2.0,3.0,2.0,2.0,2017.0,32081,1.0,279.09176915799435,alto
single_family,980000.0,950000,1726.0,1.0,3.0,2.0,0.0,1974.0,33406,0.0,550.4055619930475,alto
single_family,455000.0,455000,1972.0,1.0,4.0,3.0,2.0,2001.0,32907,0.0,230.73022312373226,medio
single_family,309900.0,312000,978.0,1.0,2.0,1.0,1.0,2017.0,32962,0.0,319.0184049079755,medio
single_family,359900.0,343000,2101.0,1.0,4.0,3.0,2.0,2005.0,33909,0.0,163.2555925749643,medio
townhomes,499900.0,485500,2215.0,2.0,3.0,3.0,2.0,2007.0,33774,1.0,219.18735891647856,alto
single_family,390000.0,390000,1805.0,1.0,4.0,2.0,2.0,2017.0,32796,0.0,216.06648199445982,medio
single_family,395000.0,395000,1976.0,1.0,4.0,3.0,2.0,2026.0,33972,0.0,199.8987854251012,medio
condos,549990.0,525000,2519.0,1.0,3.0,2.0,0.0,1980.0,33408,1.0,208.41603811036126,alto
mobile,285000.0,260000,1104.0,1.0,3.0,2.0,0.0,1996.0,33579,0.0,235.5072463768116,bajo
mobile,179900.0,165000,742.0,1.0,2.0,2.0,0.0,2026.0,34654,0.0,222.37196765498652,bajo
mobile,240000.0,225000,1296.0,1.0,2.0,2.0,0.0,2018.0,34221,0.0,173.61111111111111,bajo
single_family,1450000.0,1325000,2691.0,1.0,4.0,2.0,2.0,1982.0,33431,1.0,492.38201412114455,alto
single_family,399900.0,394900,1330.0,1.0,3.0,2.0,0.0,1931.0,33435,0.0,296.9172932330827,medio
single_family,749900.0,730000,3580.0,2.0,5.0,4.0,2.0,2006.0,32095,0.0,203.91061452513966,alto
single_family,330000.0,300000,1734.0,1.0,2.0,2.0,1.0,1986.0,33436,0.0,173.01038062283737,medio
condos,630000.0,610000,1532.0,1.0,2.0,2.0,1.0,1976.0,33404,0.0,398.17232375979114,alto
single_family,700000.0,680000,1534.0,3.0,3.0,3.0,0.0,2006.0,32459,0.0,443.28552803129077,alto
land,15000.0,12500,1680.0,1.0,3.0,2.0,0.0,1999.0,33872,0.0,7.440476190476191,bajo
single_family,318000.0,300000,2260.0,1.0,3.0,2.0,2.0,1988.0,34446,0.0,132.7433628318584,medio
mobile,224900.0,230000,1152.0,1.0,3.0,2.0,0.0,2001.0,34669,0.0,199.65277777777777,bajo
land,199000.0,194500,1680.0,1.0,3.0,2.0,0.0,1999.0,32110,0.0,115.77380952380952,bajo
land,18900.0,17600,1680.0,1.0,3.0,2.0,0.0,1999.0,33974,0.0,10.476190476190476,bajo
mobile,59900.0,50000,728.0,1.0,2.0,1.0,0.0,1985.0,34266,1.0,68.68131868131869,bajo
land,400000.0,325000,1680.0,1.0,3.0,2.0,0.0,1999.0,32102,0.0,193.45238095238096,medio
land,120000.0,115000,1680.0,1.0,3.0,2.0,0.0,1999.0,33592,0.0,68.45238095238095,bajo
condos,1545000.0,1450000,1712.0,1.0,3.0,3.0,2.0,2006.0,33141,0.0,846.9626168224299,alto
single_family,249900.0,249900,1281.0,1.0,3.0,2.0,1.0,2026.0,32404,0.0,195.08196721311475,bajo
land,50000.0,41000,1680.0,1.0,3.0,2.0,0.0,1999.0,34773,0.0,24.404761904761905,bajo
single_family,375000.0,375000,1413.0,1.0,2.0,2.0,2.0,1984.0,34275,0.0,265.3927813163482,medio
land,619000.0,635000,1680.0,1.0,3.0,2.0,0.0,1999.0,33629,0.0,377.9761904761905,alto
land,337777.0,315000,1680.0,1.0,3.0,2.0,0.0,1999.0,34476,0.0,187.5,medio
single_family,348888.0,350000,1244.0,1.0,3.0,2.0,1.0,1986.0,33594,0.0,281.3504823151125,medio
single_family,600000.0,600000,1662.0,1.0,3.0,2.0,2.0,1996.0,33063,0.0,361.01083032490976,alto
townhomes,675000.0,680000,1945.0,3.0,3.0,3.0,2.0,2018.0,33701,1.0,349.61439588688944,alto
single_family,290000.0,300000,1292.0,1.0,3.0,1.0,0.0,1975.0,32703,0.0,232.19814241486068,medio
condos,760000.0,685000,3010.0,2.0,3.0,3.0,2.0,2004.0,34114,0.0,227.5747508305648,alto
condos,139900.0,131000,614.0,1.0,1.0,1.0,0.0,1986.0,34683,0.0,213.35504885993484,bajo
single_family,350000.0,350000,1725.0,1.0,3.0,2.0,2.0,1987.0,34983,0.0,202.8985507246377,medio
condos,1495000.0,1360000,1829.0,1.0,2.0,2.0,2.0,2009.0,33701,1.0,743.5757244395845,alto
single_family,516500.0,506000,1544.0,1.0,2.0,2.0,2.0,2021.0,33928,0.0,327.72020725388603,alto
townhomes,290000.0,270000,1054.0,2.0,2.0,2.0,0.0,1983.0,33487,0.0,256.16698292220116,bajo
single_family,670000.0,650000,2056.0,1.0,2.0,2.0,2.0,1987.0,34110,0.0,316.147859922179,alto
single_family,365000.0,350000,3412.0,2.0,4.0,3.0,2.0,2016.0,33936,0.0,102.57913247362251,medio
mobile,155000.0,149000,1040.0,1.0,2.0,2.0,0.0,1989.0,33897,0.0,143.26923076923077,bajo
single_family,180000.0,180000,1549.0,1.0,3.0,2.0,1.0,1988.0,33872,0.0,116.20400258231116,bajo
townhomes,269990.0,245990,1816.0,2.0,3.0,2.0,1.0,2025.0,33909,1.0,135.45704845814979,bajo
condos,139900.0,139900,1122.0,1.0,1.0,2.0,0.0,1971.0,33445,0.0,124.68805704099822,bajo
single_family,275000.0,280000,1818.0,1.0,2.0,2.0,2.0,1984.0,34609,0.0,154.01540154015402,bajo
single_family,7595000.0,7595000,3943.0,1.0,4.0,5.0,2.0,1989.0,32963,1.0,1926.1983261476034,alto
single_family,415000.0,415000,1680.0,1.0,4.0,3.0,0.0,1999.0,34432,1.0,247.02380952380952,medio
mobile,269900.0,270000,1493.0,1.0,3.0,2.0,0.0,2025.0,34972,0.0,180.84393837910247,bajo
townhomes,289000.0,285000,1276.0,1.0,3.0,2.0,0.0,2020.0,33034,0.0,223.35423197492162,bajo
condos,279000.0,245000,616.0,5.0,1.0,1.0,0.0,1973.0,33160,1.0,397.72727272727275,bajo
land,120000.0,110000,1680.0,1.0,3.0,2.0,0.0,1999.0,32696,0.0,65.47619047619048,bajo
single_family,329700.0,329700,1825.0,1.0,3.0,2.0,2.0,2025.0,32570,0.0,180.65753424657535,medio
single_family,315499.0,305000,1504.0,2.0,3.0,2.0,2.0,1987.0,32065,0.0,202.79255319148936,medio
condos,79000.0,67000,880.0,1.0,2.0,2.0,0.0,1973.0,33446,0.0,76.13636363636364,bajo
condos,299000.0,295000,1336.0,2.0,2.0,2.0,1.0,1990.0,33908,0.0,220.80838323353294,bajo
single_family,499000.0,515000,1658.0,1.0,3.0,2.0,2.0,1979.0,33433,0.0,310.6151990349819,alto
townhomes,230000.0,220000,1588.0,2.0,3.0,2.0,1.0,2010.0,34769,1.0,138.5390428211587,bajo
single_family,1175000.0,1120000,1200.0,3.0,2.0,2.0,2.0,1988.0,33043,0.0,933.3333333333334,alto
condos,595000.0,585000,1408.0,1.0,2.0,2.0,0.0,2013.0,34113,0.0,415.48295454545456,alto
single_family,439900.0,434900,2177.0,1.0,3.0,2.0,3.0,1994.0,32119,0.0,199.77032613688561,medio
condos,195000.0,185000,1125.0,1.0,2.0,2.0,0.0,1988.0,33467,0.0,164.44444444444446,bajo
single_family,374990.0,374990,2427.0,1.0,5.0,3.0,3.0,2025.0,32669,0.0,154.50762257931603,medio
single_family,425000.0,418700,1100.0,1.0,3.0,2.0,0.0,1973.0,32413,0.0,380.6363636363636,medio
single_family,555900.0,510000,1092.0,1.0,2.0,1.0,1.0,1977.0,33922,0.0,467.032967032967,alto
single_family,1345000.0,1320000,3469.0,1.0,5.0,3.0,2.0,2007.0,34119,0.0,380.51311617180744,alto
single_family,585000.0,580000,1790.0,1.0,3.0,2.0,2.0,2004.0,33919,0.0,324.0223463687151,alto
single_family,220000.0,193000,1511.0,1.0,3.0,2.0,2.0,1984.0,32141,0.0,127.72998014559894,bajo
single_family,409000.0,409000,1752.0,1.0,3.0,2.0,2.0,1994.0,32003,0.0,233.44748858447488,medio
single_family,385000.0,356000,2196.0,1.0,3.0,2.0,2.0,1994.0,34785,0.0,162.11293260473587,medio
single_family,148500.0,132500,707.0,1.0,1.0,1.0,0.0,1982.0,34683,0.0,187.41159830268742,bajo
condos,190000.0,180000,1200.0,1.0,2.0,2.0,1.0,1973.0,33903,0.0,150.0,bajo
single_family,466900.0,449900,2890.0,2.0,5.0,3.0,2.0,2026.0,32507,1.0,155.67474048442907,medio
single_family,550000.0,550000,1233.0,1.0,3.0,2.0,0.0,1951.0,33147,0.0,446.06650446066504,alto
single_family,434000.0,412000,1315.0,1.0,2.0,2.0,2.0,1981.0,33484,0.0,313.3079847908745,medio
condos,4299000.0,3950000,3735.0,1.0,4.0,6.0,2.0,2007.0,33160,1.0,1057.5635876840697,alto
single_family,398500.0,390000,1175.0,1.0,3.0,2.0,0.0,1982.0,34113,0.0,331.9148936170213,medio
single_family,364990.0,364990,2615.0,2.0,5.0,3.0,2.0,2025.0,33936,0.0,139.5755258126195,medio
single_family,249000.0,250000,1156.0,1.0,2.0,2.0,1.0,2015.0,32163,0.0,216.26297577854672,bajo
land,44500.0,42500,1680.0,1.0,3.0,2.0,0.0,1999.0,33597,0.0,25.297619047619047,bajo
single_family,4475000.0,4475000,5853.0,2.0,6.0,5.0,3.0,1989.0,34786,1.0,764.5651802494448,alto
single_family,750000.0,751000,2626.0,1.0,4.0,2.0,2.0,1973.0,32806,1.0,285.98629093678596,alto
single_family,1375000.0,1270000,3099.0,1.0,3.0,3.0,2.0,2007.0,34113,1.0,409.809616005163,alto
condos,1795000.0,1495000,1800.0,1.0,3.0,2.0,0.0,1972.0,33469,0.0,830.5555555555555,alto
condos,124900.0,122500,967.0,1.0,2.0,2.0,0.0,1979.0,33919,0.0,126.6804550155119,bajo
single_family,295000.0,285000,1802.0,1.0,3.0,2.0,2.0,1990.0,32174,0.0,158.157602663707,bajo
land,170000.0,164500,1680.0,1.0,3.0,2.0,0.0,1999.0,34117,0.0,97.91666666666667,bajo
single_family,298990.0,298990,1498.0,1.0,4.0,2.0,2.0,2026.0,33844,0.0,199.5927903871829,medio
condos,595000.0,580000,2240.0,1.0,3.0,2.0,1.0,2000.0,34134,0.0,258.92857142857144,alto
single_family,415000.0,415000,2836.0,1.0,4.0,3.0,0.0,2001.0,34432,1.0,146.33286318758815,medio
single_family,369630.0,372130,1654.0,1.0,3.0,2.0,2.0,2025.0,34987,0.0,224.98790810157195,medio
single_family,2550000.0,2450000,1971.0,1.0,2.0,2.0,2.0,1984.0,34108,0.0,1243.023845763572,alto
single_family,1745000.0,1650000,2572.0,1.0,3.0,2.0,2.0,1976.0,32963,1.0,641.5241057542768,alto
single_family,670000.0,645000,1929.0,1.0,5.0,3.0,0.0,1956.0,33012,0.0,334.3701399688958,alto
single_family,368384.0,368000,2106.0,1.0,4.0,3.0,2.0,2025.0,34736,0.0,174.73884140550808,medio
single_family,285000.0,290000,1433.0,1.0,3.0,2.0,2.0,1983.0,32244,0.0,202.37264480111654,bajo
land,79500.0,62000,1680.0,1.0,3.0,2.0,0.0,1999.0,33823,0.0,36.904761904761905,bajo
townhomes,499900.0,485000,1696.0,2.0,3.0,2.0,0.0,1981.0,33004,0.0,285.9669811320755,alto
condos,109500.0,109500,819.0,2.0,2.0,1.0,0.0,1972.0,34994,0.0,133.6996336996337,bajo
single_family,394900.0,394900,1563.0,1.0,3.0,2.0,2.0,1988.0,33972,0.0,252.6551503518874,medio
single_family,629999.0,592044,2337.0,1.0,3.0,2.0,2.0,2026.0,34211,1.0,253.33504492939667,alto
single_family,314900.0,316210,2248.0,2.0,4.0,2.0,3.0,2005.0,34286,1.0,140.66281138790035,medio
single_family,629800.0,600000,1334.0,1.0,4.0,3.0,1.0,1987.0,33032,0.0,449.7751124437781,alto
single_family,199990.0,205500,1308.0,1.0,2.0,2.0,2.0,1985.0,32132,0.0,157.11009174311926,bajo
single_family,954000.0,930000,3064.0,1.0,5.0,3.0,3.0,1999.0,33071,1.0,303.5248041775457,alto
single_family,215000.0,205000,1526.0,1.0,3.0,2.0,2.0,1992.0,34491,0.0,134.33813892529488,bajo
condos,875000.0,835000,1332.0,1.0,3.0,2.0,2.0,2005.0,33602,0.0,626.8768768768768,alto
townhomes,625000.0,540000,1554.0,2.0,2.0,2.0,2.0,1980.0,33477,1.0,347.4903474903475,alto
single_family,305000.0,305000,1553.0,1.0,3.0,2.0,2.0,2002.0,34609,0.0,196.3940759819704,medio
single_family,810000.0,710000,1346.0,1.0,3.0,2.0,1.0,1958.0,33155,0.0,527.4888558692422,alto
condos,199000.0,180000,1169.0,2.0,3.0,2.0,0.0,1989.0,33907,0.0,153.97775876817792,bajo
single_family,399900.0,385000,1545.0,1.0,3.0,2.0,2.0,2018.0,34286,0.0,249.19093851132686,medio
single_family,494505.0,494505,1827.0,1.0,2.0,2.0,2.0,2026.0,34771,0.0,270.6650246305419,alto
condos,245000.0,245000,1690.0,2.0,2.0,2.0,1.0,2004.0,33905,0.0,144.97041420118344,bajo
single_family,475000.0,448000,1442.0,1.0,3.0,2.0,2.0,1978.0,34232,0.0,310.6796116504854,medio
single_family,229500.0,228800,1056.0,1.0,3.0,2.0,2.0,1992.0,32909,0.0,216.66666666666666,bajo
single_family,549900.0,540000,1607.0,1.0,3.0,2.0,2.0,1992.0,33411,0.0,336.0298693217175,alto
single_family,439900.0,437900,1706.0,1.0,4.0,3.0,2.0,1998.0,34747,0.0,256.6822977725674,medio
single_family,284500.0,260000,1507.0,1.0,2.0,2.0,2.0,2005.0,34453,0.0,172.52820172528203,bajo
single_family,799000.0,799000,1557.0,1.0,3.0,2.0,0.0,1949.0,33155,0.0,513.1663455362877,alto
condos,299000.0,275000,1185.0,4.0,2.0,2.0,0.0,1980.0,33434,0.0,232.06751054852322,bajo
single_family,359900.0,359000,1508.0,1.0,2.0,2.0,2.0,2006.0,32086,0.0,238.06366047745357,medio
single_family,145000.0,137000,1644.0,1.0,2.0,2.0,2.0,1986.0,34481,0.0,83.33333333333333,bajo
single_family,449900.0,445000,1913.0,1.0,4.0,2.0,2.0,1998.0,34711,0.0,232.61892315734448,medio
townhomes,385000.0,390000,1678.0,2.0,3.0,3.0,2.0,2005.0,33426,0.0,232.41954707985698,medio
condos,1450000.0,1385000,2159.0,1.0,3.0,3.0,1.0,2000.0,34145,1.0,641.5006947660954,alto
land,150000.0,135000,1680.0,1.0,3.0,2.0,0.0,1999.0,33612,0.0,80.35714285714286,bajo
single_family,359900.0,325000,1367.0,1.0,3.0,2.0,2.0,2004.0,32968,0.0,237.7468910021946,medio
single_family,385000.0,375000,1441.0,1.0,2.0,2.0,2.0,1998.0,33917,0.0,260.235947258848,medio
single_family,779900.0,750000,1983.0,1.0,3.0,2.0,2.0,1996.0,34109,0.0,378.21482602118004,alto
mobile,425000.0,418000,1782.0,1.0,3.0,2.0,0.0,2017.0,33611,0.0,234.5679012345679,medio
condos,254999.0,245000,1250.0,1.0,2.0,2.0,0.0,1970.0,33009,0.0,196.0,bajo
condos,600000.0,570000,940.0,3.0,2.0,2.0,0.0,1969.0,34102,0.0,606.3829787234042,alto
single_family,179000.0,172000,1030.0,2.0,2.0,1.0,0.0,1985.0,32607,1.0,166.9902912621359,bajo
single_family,562900.0,562900,1459.0,1.0,3.0,2.0,2.0,1966.0,33024,0.0,385.8122001370802,alto
condos,159000.0,150000,1026.0,3.0,2.0,2.0,0.0,1999.0,34741,0.0,146.19883040935673,bajo
condos,615000.0,560000,929.0,1.0,1.0,1.0,1.0,1970.0,33154,1.0,602.7987082884822,alto
single_family,319900.0,319900,1856.0,1.0,4.0,2.0,2.0,2025.0,32583,0.0,172.35991379310346,medio
condos,255000.0,240000,1014.0,1.0,2.0,2.0,0.0,2001.0,32920,0.0,236.68639053254438,bajo
condos,285000.0,275000,1192.0,1.0,2.0,2.0,0.0,1988.0,33027,0.0,230.70469798657717,bajo
single_family,239900.0,240000,1248.0,1.0,3.0,1.0,0.0,1979.0,32725,0.0,192.30769230769232,bajo
townhomes,1450000.0,1395000,3103.0,2.0,3.0,3.0,2.0,2008.0,33304,1.0,449.56493715758944,alto
condos,89900.0,85000,944.0,1.0,2.0,2.0,0.0,1973.0,33319,0.0,90.04237288135593,bajo
multi_family,554084.0,547594,1448.0,1.0,2.0,2.0,1.0,2026.0,32461,1.0,378.1726519337017,alto
condos,449000.0,425000,1064.0,2.0,2.0,2.0,0.0,1982.0,32080,1.0,399.43609022556393,medio
condos,48999.0,43000,900.0,3.0,1.0,1.0,0.0,1973.0,33461,1.0,47.77777777777778,bajo
single_family,580000.0,568000,1453.0,1.0,3.0,2.0,2.0,1992.0,33186,0.0,390.91534755677907,alto
single_family,279000.0,273000,1451.0,1.0,3.0,2.0,2.0,2024.0,33953,0.0,188.1461061337009,bajo
condos,624200.0,625000,1220.0,1.0,3.0,2.0,0.0,2007.0,32541,0.0,512.2950819672132,alto
single_family,324900.0,325000,1668.0,1.0,3.0,2.0,2.0,2000.0,32940,0.0,194.8441247002398,medio
single_family,299900.0,300000,1498.0,1.0,3.0,2.0,2.0,1974.0,32119,0.0,200.26702269692925,medio
condos,99900.0,93000,820.0,2.0,2.0,1.0,0.0,1979.0,33442,1.0,113.41463414634147,bajo
single_family,228000.0,223000,1054.0,1.0,3.0,2.0,0.0,1995.0,32311,0.0,211.57495256166982,bajo
single_family,285000.0,275000,1604.0,1.0,3.0,2.0,1.0,1974.0,32308,0.0,171.44638403990024,bajo
single_family,1599999.0,1599999,3336.0,2.0,5.0,4.0,3.0,2018.0,33611,0.0,479.6160071942446,alto
single_family,529000.0,535000,1764.0,1.0,4.0,2.0,6.0,1974.0,33436,1.0,303.2879818594104,alto
single_family,649000.0,650000,1552.0,1.0,4.0,2.0,1.0,1959.0,33458,0.0,418.8144329896907,alto
single_family,274900.0,265000,1299.0,1.0,2.0,2.0,2.0,1988.0,32217,0.0,204.0030792917629,bajo
condos,349999.0,325000,1621.0,1.0,2.0,2.0,0.0,2006.0,34135,0.0,200.49352251696484,medio
single_family,507000.0,499000,1614.0,1.0,3.0,2.0,2.0,2023.0,34135,0.0,309.1697645600991,alto
single_family,349000.0,349000,1232.0,1.0,2.0,2.0,0.0,2001.0,32320,0.0,283.2792207792208,medio
